isrc,artist_id,artist_name,track_name,streams,weeks_in_charts,n_regions,danceability,energy,speechiness,instrumentalness,liveness,valence,tempo,song_length,song_age,explicit,n_playlists,sp_popularity,youtube_views,tiktok_counts,insta_followers_artist,monthly_listeners_artist,playlist_total_reach_artist,sp_fans_artist,shazam_counts,release_date,genre,label,top10,expert_rating
DEUM71900488,203736,Pietro Lombardi,Nur ein Tanz,11441064,94,3,65.2,75.2,5.91,0,13.9,62.1,95.986,3.55568333333333,109.285714285714,0,126,49,0,95,1956696,1485960,8153607,279618,40143,2019-02-15,Pop,Universal Music,1,poor
SEPQA1900049,395456,Jubël,On The Beach,22319,2,1,73.7,76.8,4.34,0.04,9.61,61.4,122.009,3.14745,51.2857142857143,1,358,58,0,498,6734,5841765,50604984,2739,587938,2019-05-10,Pop,Warner Music,0,poor
SEWEE1802901,883927,Omar Rudberg,Om om och om igen,819099,8,1,77.7,61.2,3.91,0,15,76.4,141.956,2.78911666666667,109.142857142857,0,113,43,0,0,161092,117056,475840,25124,5457,2019-02-16,Pop,Independent,0,excellent
NLMM21700015,26189,Boef feat. Lil Kleine,Wejoow,10006314,193,2,84.9,94.8,15.1,0,5.41,70.3,130.044,3.03195,209.285714285714,0,261,22,0,0,1569253,1404947,5773216,167103,0,2017-03-16,HipHop/Rap,Warner Music,0,good
ITQ001700528,181237,Benji & Fede,Buona fortuna,100667,2,1,36.6,74.3,6.25,0,10.7,54.7,77.278,3.05511666666667,159.285714285714,0,33,47,31083793,137500,1031950,950093,2420435,91887,303398,2017-12-14,Pop,Warner Music,0,fair
GBAYE1700918,439,Coldplay,A L I E N S,913566,13,27,42.5,87.8,3.8,0.09,20.6,25.2,148.002,4.70711666666667,193.428571428571,0,415,55,262241,0,12321091,37392066,217779801,14099345,44214,2017-07-06,Rock,Warner Music,0,good
USUM71614681,2635,Fergie,Life Goes On,101987,11,1,70.7,65.5,12.2,0,10.7,38.6,92.936,3.83688333333333,227.285714285714,0,1098,38,167394,133500,4805615,9894022,54273947,1788106,0,2016-11-11,Pop,Warner Music,0,excellent
NLG661800351,170948,The Partysquad feat. Esko feat. Flow de Wolf feat. Woenzelaar feat. Willie Wartaal,Klusjesman,81017,4,1,89.5,68.3,15.8,0,11.1,19.5,115.034,3.59011666666667,156.571428571429,0,28,22,0,0,37915,655856,4140715,36432,0,2018-03-21,HipHop/Rap,Universal Music,0,poor
GBUM71602623,133604,Blossoms,Charlemagne,34243,1,1,54.6,93.1,4.29,0.06,28.7,76.6,101.975,2.77986666666667,241.285714285714,0,1348,62,7248071,0,193579,1400968,10357002,18626,0,2016-05-13,Rock,Universal Music,0,fair
FRUM71102146,86519,Carla Bruni feat. Michel Legrand,Jolis sapins,43035,1,1,39.6,24,3.19,0,10.2,18.4,115.951,4.04178333333333,533.142857142857,0,59,28,0,0,582775,1988797,6750623,100934,0,2011-01-01,Pop,Universal Music,0,fair
TWCC31701378,214306,Yvonne,聽著我唱歌〈瑪麗蘇遇上傑克蘇〉插曲,42278,12,1,58.5,51.4,3.27,0,15.7,27,131.988,4.07601666666667,173.857142857143,0,11,25,0,0,178,24218,69016,4,0,2017-11-20,Pop,Independent,0,good
USUM71703515,4132,Imagine Dragons,Whatever It Takes,12440878,483,12,67.2,65.5,3.11,0,11.7,55.6,134.945,3.354,195.285714285714,0,5940,28,743912117,63800,4945178,36808497,186711480,5946142,10057734,2017-05-09,Rock,Universal Music,1,good
ITNTP1700005,214742,Coez,Faccio un casino,15126482,378,1,74.2,49,5.13,0,19.1,50.9,82.994,3.22706666666667,202.285714285714,0,145,0,33865205,799,702758,1534321,5131976,75690,135605,2017-03-09,Pop,Independent,1,good
QZ7R41951535,1642028,Milly feat. Farruko feat. Sech feat. Miky Woodz feat. Gigolo Y La Exce,No,1407642,44,2,72.6,68.4,12.8,0.01,28.2,56.7,98.172,4.09978333333333,92.2857142857143,0,186,53,0,0,152526,8089506,54045536,140,53191,2019-06-14,Pop,Independent,0,fair
USWB11801903,4170,Lukas Graham,Love Someone,2347055,7,16,66.1,41.2,4.09,0,11.3,29.9,85.932,3.42438333333333,132.285714285714,0,2787,73,52083294,80600,634869,13429419,113900763,384769,0,2018-09-07,Pop,Warner Music,0,excellent
BXHAC1900060,376718,Jão,VSF,449762,4,1,80.2,60.5,3.02,0,64.7,82.7,110.018,3.94868333333333,75.4285714285714,0,41,56,5768448,19,1020822,1922308,14500001,249225,0,2019-10-10,Pop,Universal Music,0,good
USUM71604778,3883,J Balvin feat. Pharrell Williams feat. BIA feat. Sky,Safari,122053835,536,17,50.8,68.7,32.6,3.41e-4,12.6,55.5,180.044,3.42666666666667,247.285714285714,0,5613,69,0,2243,46318486,55127470,341821823,8731541,5046351,2016-06-17,R&B,Universal Music,1,good
USUG11901470,2762,Taylor Swift,You Need To Calm Down,124413875,310,32,77.1,67.1,5.53,0,6.37,71.4,85.026,2.856,82.2857142857143,0,3056,79,241214620,70800,151273714,45426626,308430403,8306057,2026990,2019-06-14,Pop,Universal Music,1,good
DED832000029,154807,Nightwish,Harvest,67615,6,1,53.4,47.4,3.01,0.29,9.94,37.1,102.337,5.23223333333333,54.2857142857143,1,60,53,2144131,37,213885,1883039,6268194,873970,7701,2020-03-06,Rock,Independent,0,good
PLUM71900572,1415648,Viki Gabor,Superhero - English Version,14390,1,1,74.8,75.2,3.81,0.01,29.8,61.8,109.978,2.94545,73.2857142857143,0,12,34,0,72800,650143,394712,2194929,2851,1770,2019-10-25,Pop,Universal Music,0,excellent
USAT21704750,122097,Felix Snow,Tender Buffalo,3224,1,1,78.8,47.8,29.3,1.46,14.6,50.2,85.085,1.72941666666667,175.285714285714,0,13,16,0,0,0,171340,3443749,869,172,2017-11-10,Electro/Dance,Warner Music,0,good
DEQ321800219,559189,reezy feat. Minhtendo,vibe,744752,11,2,69,64.8,5.72,0,17.9,65.9,82.493,3.34511666666667,145.285714285714,0,124,49,0,0,161556,1307702,6544277,17846,0,2018-06-07,HipHop/Rap,Sony Music,0,masterpiece
ES5701901156,1333916,Alba Reche,asteria,56483,1,1,56.8,48.6,4.14,0,12.6,50,73.498,2.70625,73.4285714285714,0,8,41,0,0,400168,601967,3452350,3942,0,2019-10-24,Pop,Universal Music,0,fair
DKUM71900757,148065,Citybois,Det Kom Som Et Chok,842511,47,1,66.8,66.7,7.51,0,20.7,63.2,95.945,3.06845,61.2857142857143,0,22,0,0,0,92642,249321,1298653,6390,2450,2020-01-17,Pop,Universal Music,0,good
GBUM71700709,5377,LANY,The Breakup,130725,6,1,55.7,70.9,7.88,4.77,30.3,55.4,116.102,3.94488333333333,194.285714285714,1,295,29,3895902,6,889372,7604249,52330148,68432,15827,2017-05-04,Rock,Universal Music,0,excellent
USUM71901066,3822,ScHoolboy Q,Numb Numb Juice,7039231,21,8,88.5,49.2,36.7,0.01,8.1,20.3,156.958,1.78578333333333,99.2857142857143,0,2467,67,22480572,644,2802586,7797411,51086903,428626,188365,2019-03-14,HipHop/Rap,Universal Music,0,excellent
DKADG2000037,17783,RH,Klovne,10803151,398,1,86.1,54.5,19,0.01,15,62.9,106.067,2.22903333333333,57.2857142857143,0,112,55,0,2380,2064081,337999,1486431,1289,7960,2020-02-14,HipHop/Rap,Sony Music,0,fair
USAT21704227,213807,Bazzi,Mine,200675512,87,35,71.6,80.5,8.56,3.1e-4,29.1,71.9,142.886,2.23325,179.428571428571,0,6998,77,179814377,13600000,1601163,15504700,65280182,205612,7636034,2017-10-12,Pop,Warner Music,1,good
QZNJV2091074,824564,Ysy A feat. CLUB HATS,#Ysya2020 Vol. 5 - Silbando,1417802,35,1,93.6,65.9,17.3,0,10.1,53.7,96.515,1.99063333333333,22,0,41,60,0,0,1589598,2129907,7941515,66930,0,2020-10-18,Pop,Independent,0,good
FR10S2067818,208634,S.Pri Noir,Code pin 878,48175,1,1,70,58.3,7.36,9.23e-4,9.4,45.4,124.019,5.02421666666667,48.2857142857143,0,6,35,0,1,244344,1160495,2512735,183029,0,2020-04-17,HipHop/Rap,Independent,0,excellent
BRSME1800812,208839,Dilsinho feat. Ivete Sangalo,Ioiô (Ao Vivo) (feat. Ivete Sangalo),180894,3,1,46.5,39.6,4.79,0,16.9,46.1,141.305,3.58151666666667,138.714285714286,0,58,43,24866866,0,6211039,6687956,46287230,2557136,20825,2018-07-24,other,Sony Music,0,poor
USUM71920386,152776,Feid feat. Maluma feat. Sky,FRESH KERIAS,3218218,170,4,74.1,58.4,28.3,0.01,15.2,73.4,186.096,4.54666666666667,72.2857142857143,0,521,15,42137594,0,1649038,9130832,73233461,258764,122340,2019-11-01,R&B,Universal Music,0,good
HUBAA1900001,1502235,Dzsúdló,Hiszti,128415,7,1,56.7,56,38.2,0.71,8.61,26.9,178.355,4.31911666666667,50.2857142857143,1,4,43,0,0,21469,106604,87013,761,0,2019-09-08,HipHop/Rap,Independent,0,excellent
SEUM71800425,81416,Robin Bengtsson,I Wanna Fall In Love Again,28957,1,1,72.3,43.2,4.22,0,10.7,38.6,107.056,3.04245,135.285714285714,0,20,27,0,0,73639,353722,4991660,1256,0,2018-08-17,Pop,Universal Music,0,good
USWD11993797,2838,Beyoncé,"SPIRIT - From Disney's """"The Lion King""""",3917145,49,16,23.8,43.5,4.97,0,9.81,4.47,78.797,4.61716666666667,87.2857142857143,0,569,60,0,0,169483261,33860214,233384748,10191161,468041,2019-07-10,HipHop/Rap,Sony Music,0,good
FIWMA1700278,315018,Pikku G feat. BEHM,Solmussa (feat. BEHM),5073004,636,1,65,67.2,14.8,0,28.5,38.7,115.052,3.18868333333333,135.285714285714,0,92,45,2147774,12700,18020,148696,195857,874,23518,2017-12-01,HipHop/Rap,Warner Music,0,fair
USLD91719676,169796,blackbear feat. Tiny Meat Gang,Short Kings Anthem,255677,1,1,90,69.1,10.7,0,14.1,85.4,98.011,2.65306666666667,91.2857142857143,0,317,64,0,417,3241684,25339162,139412394,262059,70178,2019-06-20,Pop,Independent,0,fair
BRLRE1700036,117766,MC Kevinho feat. DJ Marlboro,Vem Novinha,44770,1,1,87.9,69.7,11.2,0,9.67,78.9,95.06,2.77895,184.285714285714,0,42,26,58352,0,27294649,5104236,38888940,3336101,0,2017-09-08,Pop,Sony Music,0,poor
USSM17900565,86923,Dan Hartman,Relight My Fire - Single Version,29775,1,1,78.7,66.2,3.78,0,32.8,86.8,119.734,3.76488333333333,2181.28571428571,0,1777,35,165,12,0,1025752,16161702,1683,296648,2009-01-30,Electro/Dance,Sony Music,0,masterpiece
SEVJH1801401,105126,Smith & Thell feat. Swedish Jam Factory,Forgive Me Friend,6396660,277,1,56.3,90.8,3.19,1.53e-4,35.5,67,127.932,3.61266666666667,87.2857142857143,0,716,55,0,0,21233,2160492,21963922,1237,664311,2018-08-10,Pop,Sony Music,0,good
CAUM71700071,2357,Hedley,Better Days,892290,29,2,35.5,72.8,13.3,0,5.48,64.6,93.203,3.72978333333333,186.571428571429,0,289,55,8127322,22000,46908,507731,1090367,57904,127779,2017-08-18,Pop,Universal Music,0,good
PHV031810458,103996,The Juans,Hindi Tayo Pwede,54137946,560,1,28.3,28.1,3.5,0.11,10.2,12.7,79.919,5.06561666666667,125.285714285714,0,236,67,0,476100,101436,959572,8534881,12530,11770,2018-10-26,Soundtrack,Independent,1,masterpiece
QMEU31821969,778806,6ix9ine feat. Tory Lanez,KIKA,28246,4,2,74.5,71.5,24.5,0,18.2,34.2,94.513,2.2672,120.714285714286,0,3079,1,25893873,3696,23473798,11087894,41783500,614094,0,2018-11-27,HipHop/Rap,Universal Music,0,fair
DKADG1800139,171213,Noah Carter,00.43,22619,2,1,63.3,48.5,31.5,0.2,35.5,84.1,86.441,0.722216666666667,152.857142857143,0,9,21,0,0,163,204679,1120749,381,0,2018-04-16,HipHop/Rap,Universal Music,0,excellent
USUG11702009,1058,Keith Urban,Parallel Line,47038,2,1,61.7,48.2,3.22,0,21.6,50.8,81.73,4.21806666666667,165.285714285714,0,521,62,15870178,0,2548912,8420157,58645374,318307,305964,2018-01-18,Pop,Independent,0,fair
HUBAA1900001,1502235,Dzsúdló,Hiszti,4060903,14,5,76.6,57.9,28.7,0.06,14.3,21.7,142.932,2.74126666666667,44.2857142857143,1,4,43,0,0,21469,106604,87013,761,0,2019-09-08,HipHop/Rap,Independent,0,excellent
ES5701601045,215391,Lori Meyers,Un Nuevo Horizonte,17410,1,1,40.7,87.9,3.44,1.1,25,49.9,155.916,3.92066666666667,213.285714285714,0,22,16,0,0,89582,368063,1386301,23379,0,2017-02-16,Rock,Universal Music,0,good
ITUM71800818,231074,Ernia,La Paura,224854,5,1,81.7,52.5,32,0.02,37.9,15.9,131.88,3.1595,132.285714285714,0,7,34,0,0,657489,2649758,8606897,16887,0,2018-09-07,HipHop/Rap,Universal Music,0,good
DEH259900010,197,Lou Bega,Mambo No. 5 (A Little Bit of...),563375,8,9,62.2,80.7,40.8,0,30.6,89.2,174.06,3.67155,1130.85714285714,0,10907,76,408172,83000,0,3422276,31390305,20534,4323039,1990-10-15,Pop,Independent,0,excellent
TWM831900002,214828,Fish Leong,我好嗎,258766,21,1,35,39.2,3.14,0,14.2,23.3,135.912,4.63293333333333,99.2857142857143,0,46,48,0,0,396319,814041,1896541,3699,24729,2019-04-26,Pop,Universal Music,0,good
GBAHS1800455,4763,Jess Glynne,All I Am,15463967,56,23,74,66.9,3.73,0,18.4,53.6,122.007,3.6478,135.285714285714,0,1129,58,33474017,1736,782509,11738728,123847255,527713,1347321,2018-08-17,Pop,Warner Music,1,poor
BR3T81700042,469298,Cleber & Cauan,Quase - Ao Vivo,6199789,72,1,76.4,54.8,5.52,0,19,64.6,136.911,3.0403,151.285714285714,0,215,56,94568713,45800,638924,1020504,4387441,538862,116857,2017-04-14,other,Independent,0,masterpiece
BX02F2000002,650960,Orochi feat. jess beats,Acelerando,81955,1,1,59.2,57.7,3.29,0,5.97,13.1,127.033,3.87401666666667,51.2857142857143,0,46,59,26838264,948,4229955,3099492,6656612,482189,0,2020-03-27,Pop,Independent,0,excellent
QMFME2070905,61996,Chip,No Goat,58280,1,1,50.2,83.5,35.8,4.27e-4,26.4,55.3,164.909,3.72846666666667,7.28571428571429,0,13,50,0,0,562528,1859550,17941080,105266,0,2021-01-29,HipHop/Rap,Independent,0,poor
GBARL1300105,4348,Tom Odell,Grow Old with Me,60683,2,1,50.4,59.2,3.01,2.07e-4,17.4,39,146.182,3.04533333333333,404.285714285714,1,902,59,254236,157,366921,7113128,47419458,434818,0,2013-06-21,Pop,Sony Music,0,good
FR8R61700008,1978,Booba feat. Damso,113,11455798,130,3,73.4,84.4,5.85,1.75,11.4,25.8,143.936,2.564,172.285714285714,0,104,20,1331770,0,1687197,3090383,9727621,4653324,0,2017-11-30,HipHop/Rap,Universal Music,1,excellent
GBAHS1800674,4109,Rita Ora,Let You Love Me,80758607,63,30,53.1,85.4,19.8,0,7.73,45.6,94.419,3.16666666666667,130.285714285714,0,2807,69,450490729,745000,16065414,15513172,164206159,2456100,4436643,2018-09-21,Pop,Warner Music,1,fair
GBAHS1701111,4109,Rita Ora,Anywhere,1042847,29,9,64.9,74.3,6.79,0,8.55,34.4,106.915,3.59711666666667,121.285714285714,0,4080,61,329970889,166900,16065414,15513172,164206159,2456100,5280756,2017-10-19,Pop,Warner Music,0,excellent
BRWNV1800357,129505,Marília Mendonça feat. Maiara & Maraisa,Bebaça - Ao Vivo,81310160,390,1,66.3,88.4,7.16,0,15.6,87.5,172.059,2.92005,108.285714285714,0,209,63,213088718,0,34763823,7660780,55610479,8837978,47697,2019-02-22,other,Independent,1,good
USSM11903877,5213,Monsta X feat. French Montana,WHO DO U LOVE?,18917,1,3,78.2,63.7,26.4,0,11.4,38.9,101.989,3.15058333333333,92.2857142857143,0,564,58,254088,14900,5555015,2407157,9156493,332058,432588,2019-06-14,Pop,Sony Music,0,excellent
USAT21811268,4517,Young Thug feat. T-Shyne,Real In My Veins (feat. T-Shyne),492815,2,1,63.5,63.2,27.5,0,6.15,23.3,162.023,4.17288333333333,129.857142857143,0,284,42,0,0,8187436,26644718,256992516,968615,0,2018-09-24,HipHop/Rap,Warner Music,0,fair
BRBMG0000302,1366,Lulu Santos,Apenas Mais uma de Amor,41066844,599,1,39,35.5,3.45,0,73.5,26.2,165.961,3.63778333333333,1085.42857142857,0,697,67,2942677,687,1351020,2568251,18887256,793282,74087,2012-12-01,other,Sony Music,1,good
ES5701800375,776403,Amaia feat. Alfred García,Your Song,23444,1,1,49,33.1,3.04,0,11.8,20.9,120.023,3.01666666666667,151.285714285714,0,15,26,0,0,792029,724799,3344379,5664,0,2018-04-26,Pop,Universal Music,0,good
USUM72006468,4234,Tory Lanez,Do The Most,2458967,14,3,87.4,63.5,16.4,0,6.76,36.9,102.022,2.40163333333333,51.2857142857143,0,774,12,0,1072,10289406,18495164,106899352,410745,110116,2020-03-26,HipHop/Rap,Universal Music,0,good
USUM70963610,1982,Wisin & Yandel,Abusadora,18994,1,1,77.5,78.6,5.03,0.04,8.75,19,114.996,3.00645,637.428571428572,0,968,64,118097389,63,12093338,14057461,97520832,2720646,0,2009-01-01,R&B,Universal Music,0,excellent
GBARL1800992,168093,Kenny Allstar feat. Headie One,Tracksuit Love,56886,1,1,78.4,74.8,36.3,0,11,73.6,94.77,3.22586666666667,139.428571428571,0,64,35,0,189,175326,684903,1557934,5753,0,2018-07-19,Pop,Sony Music,0,good
FR0ML1800390,486291,LIBERATO,ME STAJE APPENNENN' AMÒ,527814,8,1,64.8,74.8,10.3,0.01,44,12.2,115.042,5.10435,97.4285714285714,1,32,0,7120480,46,342153,282984,138735,1140,0,2018-01-23,Pop,Independent,0,fair
TR9491600200,217100,Bilge Nihan feat. Bahadır Tatlıöz,Net,1818425,215,1,71,81.8,20.1,0,19.4,60.7,124.945,3.62466666666667,223.571428571429,0,92,34,26233750,44,0,11784,60824,390,200150,2016-12-07,Pop,Independent,0,excellent
GBAHT1901177,5381,Dua Lipa,Future Nostalgia,6013205,13,29,87.5,81.3,5.78,0,32.1,85.9,114.994,3.08136666666667,51.2857142857143,0,773,67,0,6452,62513910,62765113,442817011,5596451,152107,2019-12-13,Pop,Universal Music,0,excellent
DKAZA1900208,37814,L.O.C.,Befri Dit Liv,56598,5,1,72.4,77.1,2.79,0,9.68,33.9,97.986,3.5951,76.2857142857143,0,20,25,0,0,102973,171499,500417,16599,86,2019-10-04,HipHop/Rap,Warner Music,0,good
JPU902003607,1557238,millennium parade,FAMILIA,79345,3,1,33.6,58.1,4.6,0,15.6,31.8,130.34,4.74466666666667,5.57142857142857,0,14,54,0,31,147191,435914,2424187,74,0,2021-01-22,Rock,Sony Music,0,excellent
FRX201912800,924748,Mert Şenel feat. Sokrat St,Yeminim Var,829480,21,1,64.2,32.6,32.6,6.72e-4,9.86,30.8,169.942,3.6134,71.2857142857143,1,12,43,0,0,0,232238,98358,994,0,2019-11-08,HipHop/Rap,Independent,0,poor
FR10S1839982,211622,Naps,Ma Bella,411344,13,1,90,74.7,5.27,2.17e-4,11.2,32.3,107.046,3.47533333333333,158.285714285714,0,7,42,6276735,1540,868137,2525390,4993369,1132855,36999,2018-03-08,HipHop/Rap,Independent,0,excellent
NLG661800415,214101,Riffi,Afgemaakt,69198,3,1,87.6,77.3,15,0,9.35,53.9,95.092,2.40336666666667,153.714285714286,0,8,30,0,0,0,196364,1232966,8164,0,2018-04-10,HipHop/Rap,Universal Music,0,fair
DEA621900509,232657,Summer Cem feat. Gringo,Yallah Goodbye (feat. Gringo),21244466,126,3,87.5,73.8,17.5,2.3,11.2,21,104.953,2.35978333333333,89.2857142857143,0,282,60,0,3141,1198995,3382185,7795416,447281,411474,2019-07-04,HipHop/Rap,Warner Music,1,good
MXF151500132,50608,Manuel Medrano,Afuera Del Planeta,2189098,440,1,53.8,50.8,3.8,0.27,12.6,29.4,171.98,3.82343333333333,281.285714285714,1,576,40,171152044,1585,1491618,4745455,24811927,310815,0,2015-03-17,other,Warner Music,0,excellent
KRA871900037,1348624,IZ*ONE,FIESTA,3637061,59,6,75.8,92.7,5.37,0,34.3,73.8,122.999,3.62933333333333,56.8571428571429,1,244,65,65149280,25700,2303692,1829637,8386311,154022,50594,2020-02-17,other,Independent,0,poor
TWL531900010,20230,Ricky Hsiao,候鳥,10704,2,1,53.4,43.9,3.19,0,8.73,30.9,123.895,4.71243333333333,74.2857142857143,0,19,40,0,0,0,283474,964809,25,34891,2019-09-13,Pop,Universal Music,0,good
DECE71800010,13402,AK Ausserkontrolle feat. Veysel,Unterwegs,990621,15,2,63.4,55.9,46.7,4.84,11.2,43.5,139.781,3.08891666666667,123.285714285714,0,109,46,0,0,199,1654672,4495423,134915,0,2018-08-31,HipHop/Rap,Universal Music,0,excellent
CLAB20800540,210745,La Noche,Quiero ser libre,58921,2,1,75,75.2,4.33,0,31.3,96.3,106.019,3.67111666666667,638.285714285714,0,88,50,2781216,76,0,325277,717971,9937,0,2009-01-20,other,Independent,0,good
NLSU32000021,612025,Wulf,Over De Muur,534114,17,1,63.8,30.1,3.91,0,20,30.4,93.831,3.48885,24.4285714285714,0,7,47,0,0,20613,507787,6384816,1973,0,2020-10-01,Pop,Independent,0,excellent
ITLGE2000055,3409441,ARIETE,Venerdì,471202,10,1,49.1,47.9,5.22,0,4.02,15.5,79.103,3.18246666666667,22.4285714285714,0,18,57,0,704,209358,952750,2922902,1524,0,2020-10-15,Pop,Universal Music,0,excellent
QZ4JJ1837088,144097,MKDMSK,Edelleen Edellä,3918857,304,1,76.8,83.7,5.89,0,5.93,34.6,99.964,2.9785,115.285714285714,0,37,39,501291,0,0,164711,79401,1408,6723,2019-01-04,Pop,Independent,0,excellent
USSM11703300,2602,DJ Khaled feat. Justin Bieber feat. Quavo feat. Chance the Rapper feat. Lil Wayne,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",173894209,32,35,59.9,66.7,3.67,0,13.4,81.7,80.984,4.81461666666667,203.428571428571,0,15588,74,3933701,199000,23233217,22503469,114590511,1072916,0,2017-04-28,HipHop/Rap,Sony Music,1,excellent
PLC061807457,818222,Tymek,Poza Kontrolą,19778223,460,1,80.2,41.2,15.7,0,7.74,70.9,125.992,2.72355,104.285714285714,0,43,60,84731691,4849,247531,1172434,1863478,11452,56967,2019-02-07,Pop,Independent,1,excellent
JPU902003607,1557238,millennium parade,FAMILIA,520449,17,1,33.6,58.1,4.6,0,15.6,31.8,130.34,4.74466666666667,8.28571428571429,0,14,54,0,31,147191,435914,2424187,74,0,2021-01-22,Rock,Sony Music,0,good
FRUM71900323,1023419,Koba LaD,Demain j’arrête,986304,18,2,76.3,58.1,16.7,0,9.91,76.3,139.028,3.21221666666667,100.285714285714,0,10,36,0,2,2648913,2175361,5961354,1382300,0,2019-04-19,HipHop/Rap,Universal Music,0,excellent
USQX91800798,1702,Sia feat. Diplo feat. Labrinth feat. LSD,Genius,21849823,168,30,62.2,62.1,12.9,0.01,12.1,56.7,158.946,3.55066666666667,150.428571428571,0,2100,76,241224313,1100000,6161902,44043849,313253402,6798719,0,2018-05-03,Pop,Sony Music,1,excellent
USUM71703515,4132,Imagine Dragons,Whatever It Takes,2309586,6,16,67.5,66.2,3.18,0,12.8,53.6,134.936,3.354,195.285714285714,0,5940,28,743912117,63800,4945178,36808497,186711480,5946142,10057734,2017-05-09,Rock,Universal Music,0,good
SEVJH1801401,105126,Smith & Thell feat. Swedish Jam Factory,Forgive Me Friend,1486108,11,2,58.9,78.2,3.14,1.15e-4,18.7,60,127.917,3.6,122.285714285714,0,716,55,0,0,21233,2160492,21963922,1237,664311,2018-08-10,Pop,Sony Music,0,good
NOUM71700067,5528,Seeb feat. R. City,Under Your Skin,3572462,151,5,52.8,87,11,0,32.4,88,98.036,3.1435,211.285714285714,0,913,47,910048,0,52369,10825436,89399214,29989,84194,2017-03-03,Electro/Dance,Universal Music,0,excellent
USUS11700267,406347,Chelsea Cutler,You Make Me,11368,3,1,57.9,68.1,7.3,0,30.6,55.5,97.716,3.56896666666667,187.285714285714,0,301,46,2000224,3,298204,13556270,89375781,13321,0,2017-08-18,Rock,Sony Music,0,excellent
DEA621900340,420871,18 Karat feat. Gzuz,Immer auf der Straße (feat. GZUZ),2125627,14,3,68.1,71.6,44.6,0,11.2,40.7,178.047,2.54955,96.2857142857143,0,63,39,0,569,621994,541338,698642,72442,0,2019-05-16,HipHop/Rap,Warner Music,0,excellent
PHV031610089,214745,Caleb Santos,I Need You More Today,18519369,568,1,47.4,52.2,4.08,0,12.3,44.8,157.225,3.89546666666667,224.285714285714,0,180,64,61161506,29000,9401,545453,5537028,275,15672,2016-11-29,Pop,Independent,1,good
JPWP01770527,648599,"Kami-sama, I have noticed",CQCQ,136546,45,1,52.1,91.7,9.24,0,31.5,71.1,143.911,3.66255,190.571428571429,0,28,47,29525518,0,0,115812,245630,302,42940,2017-04-17,Rock,Warner Music,0,good
DECE71800012,13402,AK Ausserkontrolle,Immer mehr,60942,1,1,71.8,47.3,6.3,8.86e-4,10.4,32,154.008,3.59108333333333,123.285714285714,0,9,42,0,0,199,1654672,4495423,134915,0,2018-11-09,HipHop/Rap,Universal Music,0,fair
FRX281968924,211622,Naps,Dans la villa,130941,2,1,78.3,88.1,3.94,0,24.9,78.7,130.024,2.94111666666667,55.2857142857143,0,1,41,0,0,868137,2525390,4993369,1132855,5484,2020-02-28,HipHop/Rap,Independent,0,fair
ES5701900570,778773,Raoul Vázquez,Estaré Ahí,125157,3,1,51.9,57.3,5.51,0.08,23.2,28.6,137.95,3.09438333333333,91.5714285714286,0,20,37,0,0,317645,88153,1413540,855,0,2019-06-19,Pop,Universal Music,0,fair
DKAZA1900208,37814,L.O.C.,Befri Dit Liv,46941,5,1,72.4,77.1,2.79,0,9.68,33.9,97.986,3.5951,73.2857142857143,0,20,25,0,0,102973,171499,500417,16599,86,2019-10-04,HipHop/Rap,Warner Music,0,fair
ES5022000282,217521,DELLAFUENTE,Libertad y Salud,61677,1,1,58.7,69.1,5.5,1.87,11.2,32.6,134.99,2.5603,41.2857142857143,0,6,41,0,0,287929,1416242,3544313,20953,0,2020-06-04,other,Sony Music,0,good
CZN271998765,217419,Mikolas Josef feat. Fito Blanko feat. Frankie J,Acapella,294985,62,2,70.9,83.8,8.28,0,2.92,49.2,95.953,2.97686666666667,95.2857142857143,0,65,53,18376500,0,243100,937319,4234815,2543,344325,2019-05-23,Pop,Independent,0,excellent
FR59R1809088,1013606,AM La Scampia feat. Lacrim,Maradona,3132086,85,1,89.4,78.9,15.8,0.01,10,73.3,109.965,3.05801666666667,142.428571428571,0,30,46,0,324,107681,146301,1023683,27513,107624,2018-06-28,HipHop/Rap,Independent,0,good
USUYG1151308,74419,XXXTENTACION feat. Ski Mask The Slump God,What in XXXTarnation,392649,1,2,86.2,60,15.1,0,10.2,43.3,119.072,2.74201666666667,192.285714285714,0,283,55,0,0,18761684,27692936,59707763,2547427,0,2017-07-19,Pop,Independent,0,excellent
COSO11700127,74593,El Gran Martín Elías,El Ton Ton,62905,11,1,79.6,81.2,7.17,0,6.13,89.3,125.965,3.69421666666667,196.285714285714,0,4,25,4614631,0,1353977,254862,887438,379499,0,2017-05-31,German Folk,Sony Music,0,poor
FR10S2084207,131931,Kekra,Intro,52774,1,1,61,44.4,85.3,0,65.8,79.3,86.71,1.59178333333333,51.2857142857143,0,1,32,0,0,159308,748908,1875922,108744,0,2020-03-27,HipHop/Rap,Independent,0,excellent
FRUM71802090,94565,Mac Tyer feat. Kaaris feat. Sofiane,Il se passe quoi,305871,7,1,86,90.4,33.8,0,8.32,61.2,111.037,5.13155,121.428571428571,0,20,38,9872496,0,170322,627942,2140083,370685,13318,2018-11-23,HipHop/Rap,Universal Music,0,fair
